
(vret_env) C:\Users\Shayan\Desktop\NICS\acrophobia\shayan_code\vret_pipeline>python vret_server_v2.py
Starting VRET biofeedback server v2 (procedural)...
[LSL] searching for OpenSignals stream...
2026-06-01 22:13:06.438 (   2.596s) [         8352EE6]      netinterfaces.cpp:36    INFO| netif '{3BDC3AB1-4EF3-4CC8-8BAE-BB2AC2CAEB34}' (status: 2, multicast: 1
2026-06-01 22:13:06.438 (   2.596s) [         8352EE6]      netinterfaces.cpp:36    INFO| netif '{54921B9A-D779-4B2B-8820-1CE578EBA38A}' (status: 2, multicast: 1
2026-06-01 22:13:06.438 (   2.596s) [         8352EE6]      netinterfaces.cpp:36    INFO| netif '{ED154277-1459-47EB-AF78-151677F44DD4}' (status: 2, multicast: 1
2026-06-01 22:13:06.438 (   2.596s) [         8352EE6]      netinterfaces.cpp:36    INFO| netif '{DE25D8FA-C1F1-4A02-BF65-B86B6B10F338}' (status: 1, multicast: 1
2026-06-01 22:13:06.438 (   2.596s) [         8352EE6]      netinterfaces.cpp:58    INFO|       IPv6 ifindex 17
2026-06-01 22:13:06.438 (   2.596s) [         8352EE6]      netinterfaces.cpp:36    INFO| netif '{327421B6-9D15-4A91-BCBC-85D1C378F4EB}' (status: 2, multicast: 1
2026-06-01 22:13:06.438 (   2.597s) [         8352EE6]      netinterfaces.cpp:36    INFO| netif '{6575BA6E-BB71-11F0-BCDF-806E6F6E6963}' (status: 1, multicast: 1
2026-06-01 22:13:06.439 (   2.597s) [         8352EE6]      netinterfaces.cpp:58    INFO|       IPv6 ifindex 1
2026-06-01 22:13:06.439 (   2.597s) [         8352EE6]         api_config.cpp:126   INFO| Loaded default config
name=OpenSignals | type=00:07:80:0F:31:9C | ch=3 | rate=1000.0 | source=OpenSignals
2026-06-01 22:13:08.459 (   4.617s) [         8352EE6]             common.cpp:78    INFO| git:64988c6a14b8dc3b3f270ece58eab4f480bfab43/branch:refs/tags/v1.17.7/build:Release/compiler:MSVC-19.29.30159.0/link:SHARED
[LSL] mapped by label -> EDA=ch1, ECG=ch2 (labels: ['DIGITAL', 'EDA', 'ECG']).

press enter to start the session (begins baseline from recording sample 0)
[CTRL] sent 'start' to fake stream at 127.0.0.1:5006
got 0 samples
got 13 samples| raw_EDA=3.8508 μS | HR=— BPM | RMSSD=— ms
[LIVE] got 14 samples| raw_EDA=5.2549 μS | HR=94.8 BPM | RMSSD=37.4 ms | ΔHR=+6.5% | ΔHRV=+7.9% | phasicEDA=-0.182 μS | S_t=+1.15 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.3558 μS | HR=94.8 BPM | RMSSD=37.4 ms | ΔHR=+6.5% | ΔHRV=+7.9% | phasicEDA=-0.182 μS | S_t=+1.15 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.5363 μS | HR=93.2 BPM | RMSSD=41.0 ms | ΔHR=+4.6% | ΔHRV=-1.0% | phasicEDA=+0.216 μS | S_t=+1.14 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.4252 μS | HR=93.2 BPM | RMSSD=41.0 ms | ΔHR=+4.6% | ΔHRV=-1.0% | phasicEDA=+0.216 μS | S_t=+1.09 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=6.5592 μS | HR=93.2 BPM | RMSSD=41.0 ms | ΔHR=+4.6% | ΔHRV=-1.0% | phasicEDA=+0.216 μS | S_t=+1.03 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=5.2754 μS | HR=93.2 BPM | RMSSD=41.0 ms | ΔHR=+4.6% | ΔHRV=-1.0% | phasicEDA=+0.216 μS | S_t=+0.97 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.2816 μS | HR=93.2 BPM | RMSSD=41.0 ms | ΔHR=+4.6% | ΔHRV=-1.0% | phasicEDA=+0.216 μS | S_t=+0.92 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=6.6098 μS | HR=93.2 BPM | RMSSD=41.0 ms | ΔHR=+4.6% | ΔHRV=-1.0% | phasicEDA=+0.238 μS | S_t=+0.87 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.1963 μS | HR=93.2 BPM | RMSSD=41.0 ms | ΔHR=+4.6% | ΔHRV=-1.0% | phasicEDA=+0.238 μS | S_t=+0.86 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.6376 μS | HR=93.2 BPM | RMSSD=41.0 ms | ΔHR=+4.6% | ΔHRV=-1.0% | phasicEDA=+0.238 μS | S_t=+0.85 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.4385 μS | HR=93.2 BPM | RMSSD=41.0 ms | ΔHR=+4.6% | ΔHRV=-1.0% | phasicEDA=+0.238 μS | S_t=+0.83 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.0971 μS | HR=93.2 BPM | RMSSD=41.0 ms | ΔHR=+4.6% | ΔHRV=-1.0% | phasicEDA=+0.238 μS | S_t=+0.82 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.8351 μS | HR=93.4 BPM | RMSSD=37.5 ms | ΔHR=+4.9% | ΔHRV=+7.6% | phasicEDA=-0.267 μS | S_t=+0.81 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.3860 μS | HR=93.4 BPM | RMSSD=37.5 ms | ΔHR=+4.9% | ΔHRV=+7.6% | phasicEDA=-0.267 μS | S_t=+0.80 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.4774 μS | HR=93.4 BPM | RMSSD=37.5 ms | ΔHR=+4.9% | ΔHRV=+7.6% | phasicEDA=-0.267 μS | S_t=+0.78 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.1381 μS | HR=93.4 BPM | RMSSD=37.5 ms | ΔHR=+4.9% | ΔHRV=+7.6% | phasicEDA=-0.267 μS | S_t=+0.77 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.3260 μS | HR=93.4 BPM | RMSSD=37.5 ms | ΔHR=+4.9% | ΔHRV=+7.6% | phasicEDA=-0.267 μS | S_t=+0.76 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.5599 μS | HR=93.4 BPM | RMSSD=41.2 ms | ΔHR=+4.9% | ΔHRV=-1.4% | phasicEDA=+0.228 μS | S_t=+0.75 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.5668 μS | HR=93.4 BPM | RMSSD=41.2 ms | ΔHR=+4.9% | ΔHRV=-1.4% | phasicEDA=+0.228 μS | S_t=+0.75 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.1308 μS | HR=93.4 BPM | RMSSD=41.2 ms | ΔHR=+4.9% | ΔHRV=-1.4% | phasicEDA=+0.228 μS | S_t=+0.74 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=5.3267 μS | HR=93.4 BPM | RMSSD=41.2 ms | ΔHR=+4.9% | ΔHRV=-1.4% | phasicEDA=+0.228 μS | S_t=+0.74 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.5620 μS | HR=93.4 BPM | RMSSD=41.2 ms | ΔHR=+4.9% | ΔHRV=-1.4% | phasicEDA=+0.228 μS | S_t=+0.74 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.3603 μS | HR=95.7 BPM | RMSSD=41.0 ms | ΔHR=+7.5% | ΔHRV=-1.0% | phasicEDA=+0.329 μS | S_t=+0.75 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.3628 μS | HR=95.7 BPM | RMSSD=41.0 ms | ΔHR=+7.5% | ΔHRV=-1.0% | phasicEDA=+0.329 μS | S_t=+0.81 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.2837 μS | HR=95.7 BPM | RMSSD=41.0 ms | ΔHR=+7.5% | ΔHRV=-1.0% | phasicEDA=+0.329 μS | S_t=+0.86 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.7166 μS | HR=95.7 BPM | RMSSD=41.0 ms | ΔHR=+7.5% | ΔHRV=-1.0% | phasicEDA=+0.329 μS | S_t=+0.92 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.4950 μS | HR=95.7 BPM | RMSSD=41.0 ms | ΔHR=+7.5% | ΔHRV=-1.0% | phasicEDA=+0.329 μS | S_t=+0.97 | calm -> unity:increase
[LIVE] got 12 samples| raw_EDA=5.1325 μS | HR=93.9 BPM | RMSSD=41.0 ms | ΔHR=+5.4% | ΔHRV=-1.1% | phasicEDA=-0.146 μS | S_t=+1.01 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.1408 μS | HR=93.9 BPM | RMSSD=41.0 ms | ΔHR=+5.4% | ΔHRV=-1.1% | phasicEDA=-0.146 μS | S_t=+0.96 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.4593 μS | HR=93.9 BPM | RMSSD=41.0 ms | ΔHR=+5.4% | ΔHRV=-1.1% | phasicEDA=-0.146 μS | S_t=+0.91 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.4434 μS | HR=93.9 BPM | RMSSD=41.0 ms | ΔHR=+5.4% | ΔHRV=-1.1% | phasicEDA=-0.146 μS | S_t=+0.87 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=5.1162 μS | HR=93.9 BPM | RMSSD=41.0 ms | ΔHR=+5.4% | ΔHRV=-1.1% | phasicEDA=-0.146 μS | S_t=+0.82 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=6.4822 μS | HR=93.8 BPM | RMSSD=41.0 ms | ΔHR=+5.4% | ΔHRV=-1.1% | phasicEDA=-0.299 μS | S_t=+0.76 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.6222 μS | HR=93.8 BPM | RMSSD=41.0 ms | ΔHR=+5.4% | ΔHRV=-1.1% | phasicEDA=-0.299 μS | S_t=+0.66 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.4919 μS | HR=93.8 BPM | RMSSD=41.0 ms | ΔHR=+5.4% | ΔHRV=-1.1% | phasicEDA=-0.299 μS | S_t=+0.55 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.2754 μS | HR=93.8 BPM | RMSSD=41.0 ms | ΔHR=+5.4% | ΔHRV=-1.1% | phasicEDA=-0.299 μS | S_t=+0.44 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.6610 μS | HR=93.8 BPM | RMSSD=41.0 ms | ΔHR=+5.4% | ΔHRV=-1.1% | phasicEDA=-0.299 μS | S_t=+0.33 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.5488 μS | HR=93.8 BPM | RMSSD=41.0 ms | ΔHR=+5.4% | ΔHRV=-1.1% | phasicEDA=+0.205 μS | S_t=+0.26 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.6209 μS | HR=93.8 BPM | RMSSD=41.0 ms | ΔHR=+5.4% | ΔHRV=-1.1% | phasicEDA=+0.205 μS | S_t=+0.31 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.5757 μS | HR=93.8 BPM | RMSSD=41.0 ms | ΔHR=+5.4% | ΔHRV=-1.1% | phasicEDA=+0.205 μS | S_t=+0.35 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.2795 μS | HR=93.8 BPM | RMSSD=41.0 ms | ΔHR=+5.4% | ΔHRV=-1.1% | phasicEDA=+0.205 μS | S_t=+0.40 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=6.5772 μS | HR=93.8 BPM | RMSSD=41.0 ms | ΔHR=+5.4% | ΔHRV=-1.1% | phasicEDA=+0.205 μS | S_t=+0.45 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.4824 μS | HR=93.8 BPM | RMSSD=40.9 ms | ΔHR=+5.4% | ΔHRV=-0.8% | phasicEDA=+0.352 μS | S_t=+0.51 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.6386 μS | HR=93.8 BPM | RMSSD=40.9 ms | ΔHR=+5.4% | ΔHRV=-0.8% | phasicEDA=+0.352 μS | S_t=+0.60 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.3626 μS | HR=93.8 BPM | RMSSD=40.9 ms | ΔHR=+5.4% | ΔHRV=-0.8% | phasicEDA=+0.352 μS | S_t=+0.70 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.2244 μS | HR=93.8 BPM | RMSSD=40.9 ms | ΔHR=+5.4% | ΔHRV=-0.8% | phasicEDA=+0.352 μS | S_t=+0.79 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.5821 μS | HR=93.8 BPM | RMSSD=40.9 ms | ΔHR=+5.4% | ΔHRV=-0.8% | phasicEDA=+0.352 μS | S_t=+0.88 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.4753 μS | HR=93.7 BPM | RMSSD=40.7 ms | ΔHR=+5.2% | ΔHRV=-0.4% | phasicEDA=+0.160 μS | S_t=+0.96 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.9232 μS | HR=93.7 BPM | RMSSD=40.7 ms | ΔHR=+5.2% | ΔHRV=-0.4% | phasicEDA=+0.160 μS | S_t=+0.95 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=5.2754 μS | HR=93.7 BPM | RMSSD=40.7 ms | ΔHR=+5.2% | ΔHRV=-0.4% | phasicEDA=+0.160 μS | S_t=+0.95 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=6.5488 μS | HR=93.7 BPM | RMSSD=40.7 ms | ΔHR=+5.2% | ΔHRV=-0.4% | phasicEDA=+0.160 μS | S_t=+0.95 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=5.4682 μS | HR=93.7 BPM | RMSSD=40.7 ms | ΔHR=+5.2% | ΔHRV=-0.4% | phasicEDA=+0.160 μS | S_t=+0.94 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.2910 μS | HR=95.5 BPM | RMSSD=40.7 ms | ΔHR=+7.3% | ΔHRV=-0.3% | phasicEDA=-0.169 μS | S_t=+0.93 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=5.1575 μS | HR=95.5 BPM | RMSSD=40.7 ms | ΔHR=+7.3% | ΔHRV=-0.3% | phasicEDA=-0.169 μS | S_t=+0.88 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.5765 μS | HR=95.5 BPM | RMSSD=40.7 ms | ΔHR=+7.3% | ΔHRV=-0.3% | phasicEDA=-0.169 μS | S_t=+0.82 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.2384 μS | HR=95.5 BPM | RMSSD=40.7 ms | ΔHR=+7.3% | ΔHRV=-0.3% | phasicEDA=-0.169 μS | S_t=+0.77 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.1925 μS | HR=95.5 BPM | RMSSD=40.7 ms | ΔHR=+7.3% | ΔHRV=-0.3% | phasicEDA=-0.169 μS | S_t=+0.72 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.4142 μS | HR=95.5 BPM | RMSSD=40.7 ms | ΔHR=+7.3% | ΔHRV=-0.3% | phasicEDA=-0.308 μS | S_t=+0.67 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=6.5862 μS | HR=95.5 BPM | RMSSD=40.7 ms | ΔHR=+7.3% | ΔHRV=-0.3% | phasicEDA=-0.308 μS | S_t=+0.62 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=6.2187 μS | HR=95.5 BPM | RMSSD=40.7 ms | ΔHR=+7.3% | ΔHRV=-0.3% | phasicEDA=-0.308 μS | S_t=+0.57 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.1821 μS | HR=95.5 BPM | RMSSD=40.7 ms | ΔHR=+7.3% | ΔHRV=-0.3% | phasicEDA=-0.308 μS | S_t=+0.53 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.4344 μS | HR=95.5 BPM | RMSSD=40.7 ms | ΔHR=+7.3% | ΔHRV=-0.3% | phasicEDA=-0.308 μS | S_t=+0.48 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=6.3435 μS | HR=97.4 BPM | RMSSD=40.6 ms | ΔHR=+9.4% | ΔHRV=+0.0% | phasicEDA=+0.140 μS | S_t=+0.46 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=5.0777 μS | HR=97.4 BPM | RMSSD=40.6 ms | ΔHR=+9.4% | ΔHRV=+0.0% | phasicEDA=+0.140 μS | S_t=+0.52 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.5896 μS | HR=97.4 BPM | RMSSD=40.6 ms | ΔHR=+9.4% | ΔHRV=+0.0% | phasicEDA=+0.140 μS | S_t=+0.59 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=6.4867 μS | HR=97.4 BPM | RMSSD=40.6 ms | ΔHR=+9.4% | ΔHRV=+0.0% | phasicEDA=+0.140 μS | S_t=+0.65 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.2303 μS | HR=97.4 BPM | RMSSD=40.6 ms | ΔHR=+9.4% | ΔHRV=+0.0% | phasicEDA=+0.140 μS | S_t=+0.72 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.3080 μS | HR=97.3 BPM | RMSSD=40.7 ms | ΔHR=+9.3% | ΔHRV=-0.4% | phasicEDA=-0.122 μS | S_t=+0.78 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.1427 μS | HR=97.3 BPM | RMSSD=40.7 ms | ΔHR=+9.3% | ΔHRV=-0.4% | phasicEDA=-0.122 μS | S_t=+0.82 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.4406 μS | HR=97.3 BPM | RMSSD=40.7 ms | ΔHR=+9.3% | ΔHRV=-0.4% | phasicEDA=-0.122 μS | S_t=+0.87 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=5.1110 μS | HR=97.3 BPM | RMSSD=40.7 ms | ΔHR=+9.3% | ΔHRV=-0.4% | phasicEDA=-0.122 μS | S_t=+0.91 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=6.2006 μS | HR=97.3 BPM | RMSSD=40.7 ms | ΔHR=+9.3% | ΔHRV=-0.4% | phasicEDA=-0.122 μS | S_t=+0.96 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.4954 μS | HR=97.3 BPM | RMSSD=40.5 ms | ΔHR=+9.2% | ΔHRV=+0.2% | phasicEDA=+0.180 μS | S_t=+0.99 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=6.4760 μS | HR=97.3 BPM | RMSSD=40.5 ms | ΔHR=+9.2% | ΔHRV=+0.2% | phasicEDA=+0.180 μS | S_t=+1.00 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=5.1270 μS | HR=97.3 BPM | RMSSD=40.5 ms | ΔHR=+9.2% | ΔHRV=+0.2% | phasicEDA=+0.180 μS | S_t=+1.00 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.5647 μS | HR=97.3 BPM | RMSSD=40.5 ms | ΔHR=+9.2% | ΔHRV=+0.2% | phasicEDA=+0.180 μS | S_t=+1.01 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.3532 μS | HR=97.3 BPM | RMSSD=40.5 ms | ΔHR=+9.2% | ΔHRV=+0.2% | phasicEDA=+0.180 μS | S_t=+1.01 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=5.0888 μS | HR=97.3 BPM | RMSSD=40.5 ms | ΔHR=+9.3% | ΔHRV=+0.1% | phasicEDA=-0.220 μS | S_t=+1.02 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.1741 μS | HR=97.3 BPM | RMSSD=40.5 ms | ΔHR=+9.3% | ΔHRV=+0.1% | phasicEDA=-0.220 μS | S_t=+1.01 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.5814 μS | HR=97.3 BPM | RMSSD=40.5 ms | ΔHR=+9.3% | ΔHRV=+0.1% | phasicEDA=-0.220 μS | S_t=+1.00 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=6.3823 μS | HR=97.3 BPM | RMSSD=40.5 ms | ΔHR=+9.3% | ΔHRV=+0.1% | phasicEDA=-0.220 μS | S_t=+0.98 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=5.1387 μS | HR=97.3 BPM | RMSSD=40.5 ms | ΔHR=+9.3% | ΔHRV=+0.1% | phasicEDA=-0.220 μS | S_t=+0.97 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=6.5786 μS | HR=97.3 BPM | RMSSD=40.5 ms | ΔHR=+9.3% | ΔHRV=+0.1% | phasicEDA=-0.125 μS | S_t=+0.96 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.5668 μS | HR=97.3 BPM | RMSSD=40.5 ms | ΔHR=+9.3% | ΔHRV=+0.1% | phasicEDA=-0.125 μS | S_t=+0.91 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.1150 μS | HR=97.3 BPM | RMSSD=40.5 ms | ΔHR=+9.3% | ΔHRV=+0.1% | phasicEDA=-0.125 μS | S_t=+0.87 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.2074 μS | HR=97.3 BPM | RMSSD=40.5 ms | ΔHR=+9.3% | ΔHRV=+0.1% | phasicEDA=-0.125 μS | S_t=+0.83 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=6.6480 μS | HR=97.3 BPM | RMSSD=40.5 ms | ΔHR=+9.3% | ΔHRV=+0.1% | phasicEDA=-0.125 μS | S_t=+0.79 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.0867 μS | HR=95.4 BPM | RMSSD=40.5 ms | ΔHR=+7.2% | ΔHRV=+0.2% | phasicEDA=+0.053 μS | S_t=+0.76 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.5074 μS | HR=95.4 BPM | RMSSD=40.5 ms | ΔHR=+7.2% | ΔHRV=+0.2% | phasicEDA=+0.053 μS | S_t=+0.77 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.2393 μS | HR=95.4 BPM | RMSSD=40.5 ms | ΔHR=+7.2% | ΔHRV=+0.2% | phasicEDA=+0.053 μS | S_t=+0.79 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.6088 μS | HR=95.4 BPM | RMSSD=40.5 ms | ΔHR=+7.2% | ΔHRV=+0.2% | phasicEDA=+0.053 μS | S_t=+0.81 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.4045 μS | HR=95.4 BPM | RMSSD=40.5 ms | ΔHR=+7.2% | ΔHRV=+0.2% | phasicEDA=+0.053 μS | S_t=+0.83 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.1606 μS | HR=93.1 BPM | RMSSD=40.5 ms | ΔHR=+4.6% | ΔHRV=+0.2% | phasicEDA=-0.242 μS | S_t=+0.84 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=5.3059 μS | HR=93.1 BPM | RMSSD=40.5 ms | ΔHR=+4.6% | ΔHRV=+0.2% | phasicEDA=-0.242 μS | S_t=+0.78 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.3757 μS | HR=93.1 BPM | RMSSD=40.5 ms | ΔHR=+4.6% | ΔHRV=+0.2% | phasicEDA=-0.242 μS | S_t=+0.72 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=5.3600 μS | HR=93.1 BPM | RMSSD=40.5 ms | ΔHR=+4.6% | ΔHRV=+0.2% | phasicEDA=-0.242 μS | S_t=+0.66 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.4482 μS | HR=93.1 BPM | RMSSD=40.5 ms | ΔHR=+4.6% | ΔHRV=+0.2% | phasicEDA=-0.242 μS | S_t=+0.60 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.1367 μS | HR=93.3 BPM | RMSSD=40.5 ms | ΔHR=+4.8% | ΔHRV=+0.2% | phasicEDA=-0.240 μS | S_t=+0.54 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.8625 μS | HR=93.3 BPM | RMSSD=40.5 ms | ΔHR=+4.8% | ΔHRV=+0.2% | phasicEDA=-0.240 μS | S_t=+0.48 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.1325 μS | HR=93.3 BPM | RMSSD=40.5 ms | ΔHR=+4.8% | ΔHRV=+0.2% | phasicEDA=-0.240 μS | S_t=+0.41 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.5890 μS | HR=93.3 BPM | RMSSD=40.5 ms | ΔHR=+4.8% | ΔHRV=+0.2% | phasicEDA=-0.240 μS | S_t=+0.35 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.4066 μS | HR=93.3 BPM | RMSSD=40.5 ms | ΔHR=+4.8% | ΔHRV=+0.2% | phasicEDA=-0.240 μS | S_t=+0.29 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.1172 μS | HR=93.2 BPM | RMSSD=40.6 ms | ΔHR=+4.7% | ΔHRV=-0.2% | phasicEDA=-0.113 μS | S_t=+0.24 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=5.4287 μS | HR=93.2 BPM | RMSSD=40.6 ms | ΔHR=+4.7% | ΔHRV=-0.2% | phasicEDA=-0.113 μS | S_t=+0.26 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=6.4420 μS | HR=93.2 BPM | RMSSD=40.6 ms | ΔHR=+4.7% | ΔHRV=-0.2% | phasicEDA=-0.113 μS | S_t=+0.27 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=5.1117 μS | HR=93.2 BPM | RMSSD=40.6 ms | ΔHR=+4.7% | ΔHRV=-0.2% | phasicEDA=-0.113 μS | S_t=+0.29 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.4122 μS | HR=93.2 BPM | RMSSD=40.6 ms | ΔHR=+4.7% | ΔHRV=-0.2% | phasicEDA=-0.113 μS | S_t=+0.30 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=6.1840 μS | HR=93.4 BPM | RMSSD=40.6 ms | ΔHR=+4.9% | ΔHRV=-0.2% | phasicEDA=+0.166 μS | S_t=+0.33 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.1686 μS | HR=93.4 BPM | RMSSD=40.6 ms | ΔHR=+4.9% | ΔHRV=-0.2% | phasicEDA=+0.166 μS | S_t=+0.38 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.5758 μS | HR=93.4 BPM | RMSSD=40.6 ms | ΔHR=+4.9% | ΔHRV=-0.2% | phasicEDA=+0.166 μS | S_t=+0.44 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.0869 μS | HR=93.4 BPM | RMSSD=40.6 ms | ΔHR=+4.9% | ΔHRV=-0.2% | phasicEDA=+0.166 μS | S_t=+0.50 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=5.0798 μS | HR=93.4 BPM | RMSSD=40.6 ms | ΔHR=+4.9% | ΔHRV=-0.2% | phasicEDA=+0.166 μS | S_t=+0.55 | calm -> unity:increase
[LIVE] got 13 samples| raw_EDA=6.5269 μS | HR=93.2 BPM | RMSSD=41.2 ms | ΔHR=+4.7% | ΔHRV=-1.6% | phasicEDA=+0.257 μS | S_t=+0.60 | calm -> unity:increase
[LIVE] got 14 samples| raw_EDA=6.3796 μS | HR=93.2 BPM | RMSSD=41.2 ms | ΔHR=+4.7% | ΔHRV=-1.6% | phasicEDA=+0.257 μS | S_t=+0.65 | calm -> unity:increase
